DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2010-07-31,0.0,397.0,215.0,247.0,1099.0,0.0
2010-08-01,1.0,382.0,201.0,248.0,1092.0,0.0
2010-08-02,1.0,390.0,215.0,258.0,1170.0,0.0
2010-08-03,0.0,360.0,214.0,257.0,1156.0,0.0
2010-08-04,1.0,371.0,207.0,246.0,1193.0,0.0
2010-08-05,2.0,377.0,228.0,266.0,1180.0,0.0
2010-08-06,0.0,389.0,220.0,259.0,1153.0,0.0
2010-08-07,0.0,389.0,199.0,252.0,1185.0,0.0
2010-08-08,0.0,409.0,212.0,244.0,1213.0,0.0
2010-08-09,0.0,410.0,191.0,228.0,1184.0,0.0
2010-08-10,0.0,415.0,179.0,266.0,1237.0,0.0
2010-08-11,0.0,375.0,181.0,241.0,1095.0,0.0
2010-08-12,0.0,395.0,216.0,261.0,1090.0,0.0
2010-08-13,2.0,369.0,228.0,250.0,1136.0,0.0
2010-08-14,0.0,397.0,206.0,279.0,1125.0,0.0
2010-08-15,0.0,408.0,199.0,260.0,1157.0,0.0
2010-08-16,0.0,411.0,200.0,257.0,1163.0,0.0
2010-08-17,0.0,392.0,203.0,279.0,1195.0,0.0
2010-08-18,0.0,387.0,210.0,259.0,1190.0,0.0
2010-08-19,1.0,388.0,206.0,244.0,1205.0,0.0
2010-08-20,0.0,421.0,237.0,295.0,1231.0,0.0
2010-08-21,0.0,399.0,194.0,280.0,1274.0,0.0
2010-08-22,0.0,428.0,228.0,277.0,1252.0,0.0
2010-08-23,0.0,443.0,247.0,287.0,1247.0,0.0
2010-08-24,0.0,445.0,230.0,280.0,1250.0,0.0
2010-08-25,0.0,435.0,256.0,265.0,1155.0,0.0
2010-08-26,0.0,453.0,216.0,256.0,1209.0,0.0
2010-08-27,0.0,444.0,220.0,261.0,1181.0,0.0
2010-08-28,0.0,472.0,227.0,259.0,1216.0,0.0
2010-08-29,0.0,431.0,213.0,255.0,1172.0,0.0
2010-08-30,0.0,404.0,206.0,251.0,1168.0,0.0
2010-08-31,0.0,421.0,219.0,243.0,1150.0,0.0
2010-09-01,1.0,424.0,190.0,256.0,1146.0,0.0
2010-09-02,1.0,429.0,222.0,269.0,1176.0,0.0
2010-09-03,0.0,444.0,212.0,253.0,1176.0,0.0
2010-09-04,0.0,410.0,208.0,274.0,1050.0,0.0
2010-09-05,0.0,432.0,197.0,265.0,1166.0,0.0
2010-09-06,0.0,391.0,207.0,277.0,1159.0,0.0
2010-09-07,1.0,424.0,228.0,267.0,1164.0,0.0
2010-09-08,0.0,387.0,187.0,279.0,1137.0,0.0
2010-09-09,0.0,413.0,210.0,237.0,1105.0,0.0
2010-09-10,0.0,413.0,212.0,258.0,1173.0,0.0
2010-09-11,0.0,436.0,205.0,255.0,1146.0,0.0
2010-09-12,0.0,432.0,185.0,254.0,1208.0,0.0
2010-09-13,0.0,424.0,222.0,239.0,1178.0,0.0
2010-09-14,1.0,401.0,226.0,254.0,1194.0,0.0
2010-09-15,0.0,473.0,204.0,262.0,1122.0,0.0
2010-09-16,0.0,412.0,203.0,259.0,1138.0,0.0
2010-09-17,0.0,412.0,176.0,233.0,1140.0,0.0
2010-09-18,0.0,429.0,181.0,255.0,1096.0,0.0
2010-09-19,1.0,360.0,232.0,239.0,1050.0,0.0
2010-09-20,1.0,414.0,193.0,265.0,1186.0,0.0
2010-09-21,0.0,420.0,201.0,294.0,1117.0,0.0
2010-09-22,0.0,396.0,232.0,279.0,1134.0,0.0
2010-09-23,0.0,382.0,207.0,274.0,1135.0,0.0
2010-09-24,0.0,408.0,216.0,255.0,1161.0,0.0
2010-09-25,0.0,372.0,187.0,250.0,1156.0,0.0
2010-09-26,1.0,392.0,185.0,227.0,1113.0,0.0
2010-09-27,0.0,428.0,203.0,279.0,1143.0,0.0
2010-09-28,1.0,368.0,221.0,226.0,1122.0,0.0
2010-09-29,0.0,396.0,223.0,261.0,1097.0,0.0
2010-09-30,0.0,420.0,211.0,263.0,1171.0,0.0
2010-10-01,0.0,412.0,209.0,262.0,1127.0,0.0
2010-10-02,1.0,393.0,171.0,265.0,1135.0,0.0
2010-10-03,0.0,405.0,193.0,253.0,1091.0,0.0
2010-10-04,0.0,410.0,209.0,275.0,1112.0,0.0
2010-10-05,0.0,377.0,222.0,268.0,1151.0,0.0
2010-10-06,0.0,396.0,211.0,267.0,1207.0,0.0
2010-10-07,0.0,379.0,213.0,281.0,1177.0,0.0
2010-10-08,0.0,395.0,202.0,248.0,1141.0,0.0
2010-10-09,0.0,380.0,185.0,252.0,1033.0,0.0
2010-10-10,0.0,428.0,180.0,261.0,1031.0,0.0
2010-10-11,0.0,392.0,214.0,245.0,1172.0,0.0
2010-10-12,0.0,378.0,186.0,241.0,1066.0,0.0
2010-10-13,0.0,366.0,187.0,231.0,1133.0,0.0
2010-10-14,1.0,386.0,181.0,276.0,1181.0,0.0
2010-10-15,1.0,426.0,193.0,268.0,1110.0,0.0
2010-10-16,0.0,404.0,215.0,277.0,1054.0,0.0
2010-10-17,1.0,396.0,199.0,214.0,1044.0,0.0
2010-10-18,0.0,380.0,200.0,221.0,1134.0,0.0
2010-10-19,1.0,351.0,199.0,245.0,1017.0,0.0
2010-10-20,0.0,388.0,209.0,261.0,1092.0,0.0
2010-10-21,0.0,351.0,189.0,272.0,1147.0,0.0
2010-10-22,0.0,374.0,202.0,274.0,1090.0,0.0
2010-10-23,1.0,363.0,189.0,261.0,1100.0,0.0
2010-10-24,0.0,391.0,164.0,238.0,1085.0,0.0
2010-10-25,1.0,376.0,219.0,254.0,1170.0,0.0
2010-10-26,0.0,348.0,218.0,209.0,1078.0,0.0
2010-10-27,1.0,353.0,186.0,264.0,1034.0,0.0
2010-10-28,0.0,332.0,214.0,252.0,1104.0,0.0
2010-10-29,0.0,361.0,193.0,280.0,1027.0,0.0
2010-10-30,0.0,392.0,210.0,280.0,1126.0,0.0
2010-10-31,0.0,363.0,179.0,277.0,1063.0,0.0
2010-11-01,0.0,392.0,187.0,241.0,1073.0,0.0
2010-11-02,0.0,397.0,198.0,245.0,1084.0,0.0
2010-11-03,0.0,334.0,187.0,241.0,1074.0,0.0
2010-11-04,0.0,377.0,179.0,266.0,1055.0,0.0
2010-11-05,0.0,372.0,194.0,243.0,1088.0,0.0
2010-11-06,1.0,376.0,185.0,246.0,1066.0,0.0
2010-11-07,0.0,366.0,174.0,256.0,1069.0,0.0
2010-11-08,0.0,369.0,177.0,260.0,1186.0,0.0
2010-11-09,0.0,406.0,184.0,254.0,1066.0,0.0
2010-11-10,0.0,342.0,194.0,274.0,1091.0,0.0
2010-11-11,0.0,357.0,186.0,244.0,1097.0,0.0
2010-11-12,0.0,357.0,217.0,273.0,1082.0,0.0
2010-11-13,0.0,349.0,180.0,247.0,1089.0,0.0
2010-11-14,0.0,336.0,183.0,254.0,1099.0,0.0
2010-11-15,0.0,371.0,192.0,268.0,1067.0,0.0
2010-11-16,0.0,363.0,166.0,250.0,1097.0,0.0
2010-11-17,1.0,376.0,189.0,259.0,1114.0,0.0
2010-11-18,0.0,354.0,181.0,271.0,1118.0,0.0
2010-11-19,0.0,373.0,208.0,296.0,1044.0,0.0
2010-11-20,0.0,380.0,218.0,280.0,1101.0,0.0
2010-11-21,0.0,406.0,192.0,281.0,1103.0,0.0
2010-11-22,0.0,386.0,200.0,272.0,1044.0,0.0
2010-11-23,0.0,373.0,202.0,290.0,1020.0,0.0
2010-11-24,0.0,339.0,208.0,249.0,1047.0,0.0
2010-11-25,1.0,392.0,192.0,266.0,1005.0,0.0
2010-11-26,0.0,378.0,221.0,245.0,1077.0,0.0
2010-11-27,0.0,388.0,172.0,268.0,1003.0,0.0
2010-11-28,0.0,389.0,189.0,258.0,1079.0,0.0
2010-11-29,0.0,396.0,220.0,282.0,1075.0,0.0
2010-11-30,0.0,397.0,200.0,303.0,1116.0,0.0
2010-12-01,0.0,365.0,202.0,286.0,1119.0,0.0
2010-12-02,0.0,341.0,237.0,254.0,1046.0,0.0
2010-12-03,0.0,397.0,226.0,259.0,1093.0,0.0
2010-12-04,0.0,437.0,197.0,249.0,1115.0,0.0
2010-12-05,0.0,403.0,202.0,291.0,1098.0,0.0
2010-12-06,1.0,378.0,187.0,244.0,1099.0,0.0
2010-12-07,0.0,345.0,192.0,284.0,1164.0,0.0
2010-12-08,0.0,371.0,203.0,258.0,1090.0,0.0
2010-12-09,0.0,364.0,180.0,281.0,1134.0,0.0
2010-12-10,0.0,388.0,196.0,260.0,1097.0,0.0
2010-12-11,0.0,342.0,202.0,274.0,1111.0,0.0
2010-12-12,0.0,416.0,186.0,271.0,1204.0,0.0
2010-12-13,0.0,375.0,210.0,285.0,1100.0,0.0
2010-12-14,0.0,413.0,202.0,266.0,1113.0,0.0
2010-12-15,0.0,402.0,176.0,256.0,990.0,0.0
2010-12-16,0.0,366.0,190.0,240.0,1092.0,0.0
2010-12-17,1.0,366.0,191.0,261.0,1159.0,0.0
2010-12-18,0.0,390.0,203.0,300.0,1096.0,0.0
2010-12-19,0.0,382.0,198.0,285.0,1154.0,0.0
2010-12-20,0.0,403.0,194.0,276.0,1187.0,0.0
2010-12-21,1.0,391.0,238.0,293.0,1127.0,0.0
2010-12-22,1.0,410.0,197.0,216.0,1076.0,0.0
2010-12-23,0.0,402.0,210.0,276.0,1087.0,0.0
2010-12-24,1.0,398.0,181.0,257.0,1132.0,0.0
2010-12-25,0.0,376.0,196.0,272.0,1167.0,0.0
2010-12-26,0.0,411.0,199.0,282.0,1176.0,0.0
2010-12-27,0.0,360.0,189.0,258.0,1072.0,0.0
2010-12-28,0.0,382.0,226.0,246.0,1096.0,0.0
2010-12-29,1.0,336.0,185.0,248.0,1068.0,0.0
2010-12-30,0.0,354.0,198.0,257.0,1078.0,0.0
2010-12-31,0.0,377.0,201.0,272.0,1089.0,0.0
2011-01-01,0.0,399.0,177.0,275.0,1237.0,0.0
2011-01-02,0.0,427.0,186.0,275.0,1129.0,0.0
2011-01-03,0.0,400.0,183.0,248.0,1167.0,0.0
2011-01-04,0.0,382.0,196.0,272.0,1223.0,0.0
2011-01-05,0.0,408.0,193.0,292.0,1217.0,0.0
2011-01-06,0.0,378.0,169.0,268.0,1107.0,0.0
2011-01-07,2.0,415.0,182.0,262.0,1195.0,0.0
2011-01-08,0.0,460.0,208.0,267.0,1161.0,0.0
2011-01-09,0.0,411.0,160.0,276.0,1163.0,0.0
2011-01-10,1.0,436.0,205.0,281.0,1184.0,0.0
2011-01-11,0.0,408.0,196.0,257.0,1142.0,0.0
2011-01-12,2.0,396.0,219.0,315.0,1137.0,0.0
2011-01-13,0.0,395.0,220.0,244.0,1100.0,0.0
2011-01-14,0.0,381.0,213.0,288.0,1077.0,0.0
2011-01-15,0.0,399.0,201.0,260.0,1166.0,0.0
2011-01-16,0.0,436.0,194.0,269.0,1123.0,0.0
2011-01-17,0.0,428.0,204.0,270.0,1176.0,0.0
2011-01-18,0.0,413.0,225.0,236.0,1171.0,0.0
2011-01-19,0.0,426.0,227.0,269.0,1077.0,0.0
2011-01-20,0.0,413.0,182.0,287.0,1126.0,0.0
2011-01-21,0.0,425.0,210.0,302.0,1073.0,0.0
2011-01-22,0.0,389.0,189.0,308.0,1109.0,0.0
2011-01-23,0.0,443.0,201.0,276.0,1078.0,0.0
2011-01-24,0.0,434.0,200.0,313.0,1165.0,0.0
2011-01-25,1.0,411.0,178.0,264.0,1143.0,0.0
2011-01-26,0.0,422.0,233.0,311.0,1185.0,0.0
2011-01-27,0.0,441.0,212.0,287.0,1128.0,0.0
2011-01-28,0.0,416.0,204.0,302.0,1212.0,0.0
2011-01-29,0.0,447.0,210.0,310.0,1138.0,0.0
2011-01-30,0.0,471.0,214.0,313.0,1150.0,0.0
2011-01-31,0.0,473.0,204.0,281.0,1186.0,0.0
