DATA,DEMAIS OBITOS,INSUFICIENCIA RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG,COVID19
2011-01-03,132.0,14.0,28.0,21.0,0.0,0.0
2011-01-04,131.0,24.0,42.0,21.0,0.0,0.0
2011-01-05,114.0,20.0,34.0,33.0,0.0,0.0
2011-01-06,96.0,17.0,33.0,32.0,0.0,0.0
2011-01-07,122.0,19.0,30.0,27.0,0.0,0.0
2011-01-08,120.0,19.0,44.0,30.0,0.0,0.0
2011-01-09,117.0,21.0,38.0,29.0,0.0,0.0
2011-01-10,159.0,18.0,46.0,34.0,0.0,0.0
2011-01-11,117.0,20.0,41.0,32.0,0.0,0.0
2011-01-12,131.0,29.0,47.0,26.0,0.0,0.0
2011-01-13,129.0,21.0,37.0,30.0,0.0,0.0
2011-01-14,112.0,20.0,34.0,30.0,0.0,0.0
2011-01-15,121.0,23.0,46.0,26.0,0.0,0.0
2011-01-16,130.0,27.0,48.0,26.0,0.0,0.0
2011-01-17,124.0,25.0,39.0,32.0,0.0,0.0
2011-01-18,125.0,32.0,33.0,23.0,0.0,0.0
2011-01-19,118.0,28.0,54.0,26.0,0.0,0.0
2011-01-20,118.0,17.0,39.0,25.0,0.0,0.0
2011-01-21,114.0,19.0,49.0,36.0,0.0,0.0
2011-01-22,108.0,17.0,45.0,36.0,0.0,0.0
2011-01-23,111.0,23.0,56.0,31.0,0.0,0.0
2011-01-24,110.0,15.0,43.0,33.0,0.0,0.0
2011-01-25,119.0,21.0,42.0,29.0,0.0,0.0
2011-01-26,130.0,24.0,45.0,33.0,0.0,0.0
2011-01-27,112.0,20.0,42.0,17.0,0.0,0.0
2011-01-28,118.0,20.0,41.0,34.0,0.0,0.0
2011-01-29,108.0,21.0,41.0,46.0,0.0,0.0
2011-01-30,108.0,22.0,45.0,29.0,0.0,0.0
2011-01-31,110.0,24.0,46.0,22.0,0.0,0.0
2011-02-01,124.0,24.0,56.0,29.0,0.0,0.0
2011-02-02,123.0,17.0,44.0,27.0,0.0,0.0
2011-02-03,116.0,25.0,41.0,38.0,0.0,0.0
2011-02-04,114.0,29.0,43.0,35.0,0.0,0.0
2011-02-05,101.0,23.0,36.0,36.0,0.0,0.0
2011-02-06,112.0,25.0,55.0,30.0,0.0,0.0
2011-02-07,120.0,17.0,27.0,28.0,0.0,0.0
2011-02-08,137.0,21.0,37.0,24.0,0.0,0.0
2011-02-09,98.0,26.0,40.0,28.0,0.0,0.0
2011-02-10,115.0,22.0,31.0,46.0,0.0,0.0
2011-02-11,109.0,25.0,30.0,25.0,0.0,0.0
2011-02-12,109.0,22.0,42.0,33.0,0.0,0.0
2011-02-13,114.0,24.0,42.0,26.0,0.0,0.0
2011-02-14,118.0,16.0,39.0,24.0,0.0,0.0
2011-02-15,111.0,13.0,36.0,32.0,0.0,0.0
2011-02-16,110.0,22.0,38.0,37.0,0.0,0.0
2011-02-17,113.0,21.0,36.0,32.0,0.0,0.0
2011-02-18,95.0,17.0,39.0,42.0,0.0,0.0
2011-02-19,96.0,21.0,34.0,33.0,0.0,0.0
2011-02-20,107.0,13.0,37.0,36.0,0.0,0.0
2011-02-21,110.0,27.0,27.0,25.0,0.0,0.0
2011-02-22,118.0,15.0,30.0,34.0,0.0,0.0
2011-02-23,111.0,15.0,41.0,31.0,0.0,0.0
2011-02-24,133.0,19.0,34.0,30.0,0.0,0.0
2011-02-25,106.0,12.0,29.0,24.0,0.0,0.0
2011-02-26,81.0,19.0,35.0,27.0,0.0,0.0
2011-02-27,113.0,20.0,40.0,23.0,0.0,0.0
2011-02-28,111.0,24.0,39.0,24.0,0.0,0.0
2011-03-01,119.0,24.0,37.0,29.0,0.0,0.0
2011-03-02,105.0,17.0,41.0,25.0,0.0,0.0
2011-03-03,102.0,15.0,25.0,33.0,0.0,0.0
2011-03-04,110.0,18.0,37.0,20.0,0.0,0.0
2011-03-05,104.0,17.0,21.0,38.0,0.0,0.0
2011-03-06,102.0,18.0,38.0,22.0,0.0,0.0
2011-03-07,121.0,18.0,29.0,26.0,0.0,0.0
2011-03-08,128.0,17.0,32.0,34.0,0.0,0.0
2011-03-09,120.0,25.0,41.0,28.0,0.0,0.0
2011-03-10,118.0,16.0,32.0,30.0,0.0,0.0
2011-03-11,107.0,21.0,26.0,26.0,0.0,0.0
2011-03-12,107.0,12.0,34.0,30.0,0.0,0.0
2011-03-13,111.0,23.0,26.0,31.0,0.0,0.0
2011-03-14,128.0,20.0,40.0,35.0,0.0,0.0
2011-03-15,131.0,24.0,32.0,33.0,0.0,0.0
2011-03-16,121.0,22.0,36.0,35.0,0.0,0.0
2011-03-17,113.0,16.0,35.0,21.0,0.0,0.0
2011-03-18,125.0,19.0,35.0,29.0,0.0,0.0
2011-03-19,115.0,32.0,23.0,32.0,0.0,0.0
